APOGEE_ID,TEFF,TEFF_ERR,LOGG,LOGG_ERR,FE_H,FE_H_ERR,MG_FE,MG_FE_ERR,C_FE,C_FE_ERR,N_FE,N_FE_ERR,AL_FE,AL_FE_ERR,CA_FE,CA_FE_ERR,O_FE,O_FE_ERR,CE_FE,CE_FE_ERR,ND_FE,ND_FE_ERR,logAge,logAgeErr,age,KIC_ID,SNR,EVO_STATE
2M19312076+3810229,4613.956,1.391,2.535,0.003,-0.04,0.001,0.044999998,0.0017320508,0.055,0.0017320508,0.266,0.0017320508,0.17500001,0.0014142137,0.0,0.0017320508,0.082,0.0017320508,-0.078,0.0014142137,0.163,0.0014142137,0.9560146226412326,0.09408129688220006,9.036799,2996112.0,446.34787,2.0
2M19321332+3807437,4770.635,3.087,2.634,0.006,-0.132,0.001,0.016000003,0.00244949,-0.085999995,0.00244949,0.245,0.003,0.195,0.0014142137,0.031999998,0.00244949,0.008000001,0.00244949,0.052,0.0014142137,-0.092999995,0.0014142137,0.6445731900487948,0.128508623698499,4.411367,2997086.0,302.79642,2.0
2M19191423+3814087,4761.89,7.791,2.73,0.014,-0.093,0.002,-0.048,0.0057445625,0.017000005,0.0057445625,0.132,0.0061644143,0.25100002,0.0028284274,0.023000002,0.0057445625,-0.085,0.0057445625,-0.066999994,0.0028284274,0.38099998,0.0028284274,0.7182826595435234,0.06359475755658324,5.227363,3110056.0,116.02156,2.0
2M19211410+3812367,4801.516,3.563,2.776,0.006,-0.075,0.001,-0.026,0.00244949,-0.117,0.003,0.244,0.003,0.17500001,0.0014142137,0.058000002,0.00244949,0.002000004,0.00244949,0.097,0.0014142137,0.052,0.0014142137,0.2642394014766181,0.017831341077833306,1.837551,3112021.0,268.8252,2.0
2M19215076+3820311,4704.464,1.04,2.748,0.002,0.095,0.001,-0.070999995,0.0017320508,-0.155,0.0017320508,0.296,0.0017320508,0.126,0.0014142137,0.0029999986,0.0017320508,-0.067,0.0017320508,0.072,0.0014142137,0.266,0.0014142137,0.20036506416727362,0.07330933324994551,1.586226,3231503.0,742.95667,2.0
2M19252219+3820105,4647.42,1.043,2.669,0.002,0.066,0.001,-0.022,0.0017320508,-0.072,0.0017320508,0.325,0.0017320508,0.168,0.0014142137,0.009999998,0.0017320508,-0.051,0.0017320508,-0.14,0.0014142137,0.097,0.0014142137,0.5762815586003855,0.04374863521704445,3.769481,3234597.0,683.4402,2.0
2M19311740+3819055,4458.751,2.015,2.69,0.005,0.212,0.001,-0.008000001,,0.089,0.00244949,0.23400001,0.00244949,0.08499999,0.0014142137,-0.03199999,,-0.015000001,,-0.38300002,0.0014142137,0.22399999,0.0014142137,0.9396123913091863,0.060992438762599875,8.701866,3240573.0,200.55087,2.0
2M19361490+3820257,4894.643,6.691,2.854,0.011,-0.21,0.002,0.0029999912,0.00489898,-0.032000005,0.00489898,0.267,0.0053851646,0.249,0.0028284274,0.024999991,0.00489898,0.047999993,0.00489898,-0.135,0.0028284274,0.21,0.0028284274,0.3379641470297385,0.04522603638565863,2.17753,3245721.0,158.49194,2.0
2M19181953+3830139,4805.413,3.091,2.914,0.005,0.133,0.001,-0.028000005,0.00244949,-0.114,0.00244949,0.44199997,0.00244949,0.13399999,0.0014142137,0.033999994,0.00244949,-0.020000003,0.00244949,-0.013999999,0.0014142137,0.17400001,0.0014142137,0.013545011452958982,0.06959075709118727,1.03168,3437031.0,291.0597,2.0
2M19285739+3834137,4471.359,1.615,2.618,0.004,0.152,0.001,0.087,0.00244949,0.12300001,0.00244949,0.203,0.00244949,0.16400002,0.0014142137,0.008000001,,0.060000002,0.00244949,-0.11,0.0014142137,0.074,0.0014142137,0.9921512446982299,0.0407303958659385,9.820899,3446842.0,266.1148,2.0
2M19401962+3831015,4952.797,1.142,3.123,0.002,-0.019,0.001,-0.077,0.0017320508,0.0029999986,0.0017320508,0.488,0.0017320508,0.087000005,0.0014142137,-0.018000001,0.0017320508,-0.053999998,0.0017320508,0.604,0.0014142137,-0.024000002,0.0014142137,0.09510132407688654,0.08397570616334848,1.244805,3458643.0,906.8384,2.0
2M19291197+3839398,4509.687,1.268,2.634,0.003,0.047,0.001,0.124000005,0.0017320508,0.087000005,0.0017320508,0.12900001,0.00244949,0.20300001,0.0014142137,0.050000004,0.0017320508,0.115,0.0017320508,-0.049999997,0.0014142137,0.35000002,0.0014142137,0.9702053122177758,0.08053544682900626,9.336956,3547943.0,366.71655,2.0
2M19221439+3845022,5011.34,8.442,2.515,0.015,-0.652,0.002,0.316,0.0053851646,0.031000018,0.009165152,0.20200002,0.010049876,0.42900002,0.0028284274,0.13800001,0.0053851646,0.37800002,0.0053851646,-0.338,0.0028284274,-0.116,0.0028284274,0.5536365734624157,0.14030564357240793,3.577969,3642483.0,183.43335,2.0
2M19424202+3847430,5025.866,2.351,3.034,0.003,-0.022,0.001,-0.045,0.00244949,-0.121999994,0.00244949,0.292,0.00244949,0.151,0.0014142137,0.048,0.00244949,-0.037,0.00244949,0.0040000007,0.0014142137,-0.199,0.0014142137,-0.07426259076562268,0.05160159939104255,0.842825,3663200.0,510.9185,2.0
2M19302086+3852154,4790.227,2.547,2.638,0.005,-0.135,0.001,-0.008000001,0.0017320508,-0.078999996,0.00244949,0.2,0.00244949,0.183,0.0014142137,0.015000008,0.0017320508,0.020000003,0.0017320508,0.089,0.0014142137,0.165,0.0014142137,0.5141878164668937,0.038894073686117234,3.267291,3751222.0,367.42834,2.0
2M19401070+3852227,5028.201,1.994,2.832,0.003,-0.139,0.001,-0.044,0.00244949,-0.076000005,0.00244949,0.271,0.00244949,0.147,0.0014142137,0.033,0.00244949,-0.011000007,0.00244949,0.139,0.0014142137,0.111,0.0014142137,0.09695344028491906,0.07018869311188246,1.250125,3761250.0,646.9465,2.0
2M19010019+3854285,4655.574,4.728,2.684,0.009,-0.035,0.001,-0.008000001,0.0033166248,0.061,0.0033166248,0.14,0.0037416576,0.135,0.0014142137,-0.009,0.0033166248,0.0020000003,0.0033166248,-0.18900001,0.0014142137,0.15,0.0014142137,0.9144869107188864,0.08280264864255948,8.212718,3832396.0,153.31757,2.0
2M19024305+3854594,4573.912,0.487,2.636,0.001,-0.022,0.001,0.117,,0.137,,0.19,,0.271,0.0014142137,0.04,,0.093,,-0.305,0.0014142137,0.191,0.0014142137,0.6603527458957984,0.038116385143463195,4.574596,3833399.0,1150.4884,2.0
2M19061091+3859181,4549.218,2.003,2.601,0.005,0.028,0.001,0.013999999,0.00244949,0.013,0.00244949,0.204,0.00244949,0.169,0.0014142137,0.0009999983,0.00244949,0.018999998,0.00244949,-0.19,0.0014142137,0.372,0.0014142137,0.8996544104635282,0.09564748725296239,7.936964,3835454.0,268.50314,2.0
2M19253546+3857039,4773.984,4.81,2.691,0.009,-0.125,0.001,0.008000001,0.0033166248,0.009000003,0.0037416576,0.118,0.0037416576,0.22,0.0014142137,-0.009000003,0.0033166248,0.036,0.0033166248,-0.033999994,0.0014142137,-0.085999995,0.0014142137,0.4795780451995736,0.13758289127802345,3.017019,3850089.0,189.65527,2.0
2M19265897+3855109,4624.737,3.438,2.647,0.007,0.017,0.001,-0.006000001,0.00244949,-0.013,0.00244949,0.393,0.00244949,0.13599999,0.0014142137,-0.030000001,0.00244949,-0.018000001,0.00244949,-0.18800001,0.0014142137,0.17,0.0014142137,0.8103227289339804,0.09205977643047855,6.461342,3851328.0,204.1139,2.0
2M19440792+3856121,4752.332,1.5,2.767,0.003,0.105,0.001,-0.051999997,0.0017320508,-0.109,0.0017320508,0.35700002,0.0017320508,0.134,0.0014142137,0.0040000007,0.0017320508,-0.045999996,0.0017320508,-0.095,0.0014142137,0.16600001,0.0014142137,0.23472400504687518,0.1418031561318739,1.716817,3869326.0,524.4074,2.0
2M19263483+3905105,4828.493,4.459,3.064,0.006,0.242,0.001,-0.020999998,0.00244949,-0.122,0.00244949,0.517,0.00244949,0.172,0.0014142137,0.008999988,0.00244949,-0.065,0.00244949,-0.63,0.0014142137,0.42000002,0.0014142137,-0.01866033175855334,0.020448644083212925,0.957943,3954770.0,201.16077,2.0
2M19354697+3905234,4793.209,6.496,2.599,0.012,-0.188,0.002,-0.00500001,0.00489898,-0.08700001,0.00489898,0.265,0.0053851646,0.212,0.0028284274,0.03999999,0.00489898,0.026999995,0.00489898,-0.33699998,0.0028284274,-0.181,0.0028284274,0.6422223756205513,0.12811002895090287,4.387553,3963755.0,141.09032,2.0
2M19370444+3905345,4837.496,1.511,2.843,0.002,0.083,0.001,-0.054999996,0.0017320508,-0.122999996,0.0017320508,0.386,0.0017320508,0.10400001,0.0014142137,0.0050000027,0.0017320508,-0.060999997,0.0017320508,-0.14299999,0.0014142137,0.09600001,0.0014142137,-0.09918296779028687,0.06433209119906635,0.795824,3965022.0,583.7055,2.0
2M19402228+3902270,4690.716,2.016,2.676,0.004,0.115,0.001,-0.052,0.0017320508,-0.176,0.0017320508,0.22599998,0.0017320508,0.14999998,0.0014142137,0.0040000007,0.0017320508,-0.071,0.0017320508,-0.047,0.0014142137,0.201,0.0014142137,0.48867323230374304,0.03543914717841139,3.080869,3968382.0,362.9798,2.0
2M19452032+3905389,4735.777,1.547,2.786,0.003,0.141,0.001,-0.031000003,0.0017320508,-0.072000004,0.0017320508,0.41300002,0.0017320508,0.16,0.0014142137,0.0,0.0017320508,-0.025000006,0.0017320508,-0.197,0.0014142137,0.03199999,0.0014142137,0.3374796277267361,0.041452512614788745,2.175102,3974811.0,488.50522,2.0
2M18592624+3909431,4761.856,2.601,2.713,0.005,-0.09,0.001,-0.029999994,0.0017320508,-0.133,0.00244949,0.224,0.00244949,0.187,0.0014142137,0.026,0.0017320508,-0.009999998,0.0017320508,0.066,0.0014142137,0.083000004,0.0014142137,0.578105926580301,0.044034719717132596,3.785349,4036300.0,362.1859,2.0
2M19002258+3908388,4254.643,1.308,2.105,0.007,-0.243,0.001,0.17300001,0.00244949,0.067,0.00244949,0.17300001,0.003,0.313,0.0014142137,0.053000003,0.00244949,0.16,0.00244949,-0.102,0.0014142137,0.074,0.0014142137,0.1199997566854372,0.0033998851916786695,1.318256,4037216.0,198.6227,2.0
2M19245972+3911026,4652.261,2.493,2.748,0.004,0.296,0.001,-0.047000006,0.00244949,-0.018000007,0.00244949,0.29900002,0.00244949,0.143,0.0014142137,-0.04100001,0.00244949,-0.066,0.00244949,-0.252,0.0014142137,0.26200002,0.0014142137,0.07189856906803078,0.09591782339174533,1.180045,4056014.0,246.01799,2.0
2M19342059+3911303,5072.831,5.05,3.183,0.007,0.019,0.001,-0.060000002,0.003,-0.168,0.003,0.37800002,0.003,0.12900001,0.0014142137,0.038999997,0.003,-0.018,0.003,0.19500001,0.0014142137,0.15900001,0.0014142137,-0.0973760437936016,0.042910615564993225,0.799142,4065054.0,260.0421,2.0
2M19422940+3909088,4912.386,9.938,2.613,0.017,-0.377,0.002,0.04699999,0.0061644143,-0.044999987,0.0067082043,0.222,0.007348469,0.25300002,0.0028284274,-0.014999986,0.0061644143,-0.02000001,0.0061644143,-0.21800002,0.0028284274,0.361,0.0028284274,0.5796823256231891,0.06913597214497408,3.799114,4073771.0,124.45379,2.0
2M18584130+3917235,4489.332,0.871,2.701,0.002,0.166,0.001,0.006000012,0.0017320508,-0.0019999892,0.0017320508,0.36,0.0017320508,0.13200001,0.0014142137,0.00500001,0.0017320508,-0.01699999,0.0017320508,-0.248,0.0014142137,0.161,0.0014142137,0.38265612031385465,0.017878947918251557,2.413549,4135933.0,498.4092,2.0
2M19105207+3915104,4532.252,2.171,2.751,0.005,0.019,0.001,0.053999998,0.00244949,0.031999998,0.00244949,0.164,0.003,0.19600001,0.0014142137,0.037,0.00244949,0.052999996,0.00244949,-0.137,0.0014142137,0.024000002,0.0014142137,0.39276499325930153,0.02269896777888812,2.470387,4143913.0,239.46065,2.0
2M19261062+3916281,4869.356,11.931,2.767,0.02,-0.285,0.003,0.032999992,0.007348469,-0.21599999,0.0083666,0.374,0.009,0.22399999,0.0036055513,0.126,0.00781025,-0.046000004,0.007348469,-0.18,0.004242641,-0.113000005,0.004242641,0.44725030911545743,0.11339718062400328,2.800595,4157276.0,105.40079,2.0
2M19155474+3918470,4873.394,6.408,2.609,0.013,-0.388,0.001,0.042000026,0.0037416576,-0.034999996,0.004358899,0.23200001,0.004358899,0.23400001,0.0014142137,0.045000017,0.0037416576,0.13000003,0.0037416576,-0.095,0.0014142137,0.202,0.0014142137,0.5519171012268854,0.05777109501835425,3.563831,4253026.0,185.3479,2.0
2M19245193+3919487,4837.596,4.13,2.967,0.006,0.025,0.001,-0.035,0.00244949,-0.213,0.00244949,0.38099998,0.003,0.155,0.0014142137,0.045,0.00244949,-0.024,0.00244949,0.054000005,0.0014142137,0.091,0.0014142137,-0.15149805726589602,0.13479135171557274,0.705508,4260884.0,248.96324,2.0
2M19343202+3923079,4299.653,2.39,2.324,0.008,0.057,0.001,-0.0040000007,0.0033166248,0.047000002,0.0033166248,0.198,0.0037416576,0.171,0.0014142137,-0.021000002,0.0033166248,0.025000002,0.0033166248,-0.226,0.0014142137,-0.078,0.0014142137,1.1257133479048869,0.14389546142508003,13.357136,4270704.0,138.22966,2.0
2M19050911+3924239,5012.743,1.026,3.132,0.001,0.054,0.001,-0.114,,-0.155,,0.381,,0.08399999,0.0014142137,-0.0050000027,,-0.12900001,,0.226,0.0014142137,0.15799999,0.0014142137,-0.25148792410872656,0.12324996214493267,0.560418,4348593.0,1188.6274,2.0
2M19321880+3928485,4971.961,2.412,2.912,0.004,-0.01,0.001,-0.074,0.0017320508,-0.144,0.0017320508,0.38099998,0.00244949,0.088,0.0014142137,0.048,0.0017320508,-0.088,0.0017320508,0.087,0.0014142137,0.251,0.0014142137,-0.29516767848299497,0.07158988410043421,0.506795,4370592.0,464.20184,2.0
2M19393896+3926255,4741.716,3.575,2.763,0.006,0.12,0.001,-0.042999998,0.00244949,-0.085999995,0.00244949,0.348,0.00244949,0.12600002,0.0014142137,-0.004999995,0.00244949,-0.040999994,0.00244949,-0.030999996,0.0014142137,0.35,0.0014142137,0.4063158221652073,0.03457126073317803,2.548683,4378405.0,211.82048,2.0
2M19011309+3930132,4779.73,1.762,2.547,0.004,-0.498,0.001,0.31199998,0.00244949,0.118,0.0033166248,0.120000005,0.004242641,0.424,0.0014142137,0.171,0.00244949,0.399,0.00244949,-0.298,0.0022360682,0.032999992,0.0014142137,1.0711917773808106,0.13396622604842226,11.781261,4446181.0,566.5874,2.0
2M19161976+3935170,4927.591,6.175,2.817,0.01,-0.203,0.001,0.020999998,0.0037416576,-0.06199999,0.0037416576,0.251,0.004358899,0.241,0.0014142137,0.033999994,0.0037416576,0.06299999,0.0037416576,0.0029999912,0.0014142137,0.127,0.0014142137,0.19592676039073006,0.062226642356291675,1.570098,4455785.0,184.06767,2.0
2M19392823+3930587,4665.992,3.665,2.608,0.007,-0.181,0.001,0.037999988,0.00244949,-0.07100001,0.00244949,0.176,0.003,0.177,0.0014142137,0.048999995,0.00244949,-0.02700001,0.00244949,0.14299999,0.0014142137,0.030000001,0.0014142137,0.20698634651613748,0.0535288620871797,1.610595,4476783.0,214.03282,2.0
2M19421875+3933056,4792.07,1.719,2.821,0.003,0.082,0.001,-0.042000003,0.0017320508,-0.134,0.0017320508,0.329,0.0017320508,0.151,0.0014142137,0.015000001,0.0017320508,-0.036000002,0.0017320508,0.019000001,0.0014142137,0.14299999,0.0014142137,0.21840761370758122,0.012080961042860213,1.653513,4479889.0,497.7966,2.0
2M19430914+3932335,4746.192,1.919,2.675,0.003,0.051,0.001,-0.044999998,0.0017320508,-0.291,0.0017320508,0.501,0.0017320508,0.102,0.0014142137,0.0040000007,0.0017320508,-0.085999995,0.0017320508,0.056,0.0014142137,0.065,0.0014142137,0.39417367842249756,0.08102211359781165,2.478413,4480938.0,436.3006,2.0
2M19011769+3938293,5071.985,5.215,3.036,0.007,-0.199,0.001,0.004999995,0.003,-0.13299999,0.0037416576,0.237,0.0037416576,0.16,0.0014142137,0.068,0.003,-0.020999998,0.003,-0.106000006,0.0014142137,-0.47100002,0.0022360682,-0.11054029908404872,0.04273079650251385,0.775282,4543371.0,293.00497,2.0
2M19181198+3940078,4686.903,5.31,2.646,0.011,-0.032,0.002,-0.004999999,0.0037416574,-0.022999998,0.0037416574,0.201,0.0041231057,0.19600001,0.0028284274,0.008000001,0.0037416574,-0.0069999993,0.0037416574,-0.281,0.0028284274,0.006000001,0.0028284274,0.7895507476315772,0.05886270208354362,6.159575,4554222.0,147.44481,2.0
2M19355625+3939394,5044.717,2.204,3.035,0.003,0.011,0.001,-0.059,0.00244949,-0.162,0.00244949,0.334,0.00244949,0.139,0.0014142137,0.017,0.00244949,-0.101,0.00244949,0.1,0.0014142137,0.113,0.0014142137,-0.08341815081984624,0.05892324904729703,0.825243,4570120.0,574.12115,2.0
2M19405985+3939150,4553.949,3.992,2.344,0.011,-0.263,0.002,0.032000005,0.0037416574,0.0,0.0041231057,0.12500001,0.0041231057,0.199,0.0022360682,-0.01699999,0.0037416574,0.106000006,0.0041231057,-0.09099999,0.0028284274,0.053000018,0.0028284274,1.003823283588266,0.11661994660903317,10.088423,4575396.0,151.9792,2.0
2M19420183+3937122,4589.551,4.124,2.573,0.009,-0.014,0.001,0.015000001,0.0033166248,0.005000001,0.0033166248,0.135,0.0037416576,0.223,0.0014142137,0.027,0.0033166248,0.048,0.0033166248,-0.067,0.0014142137,0.106,0.0014142137,1.02264975132118,0.1131954381305045,10.535369,4576632.0,145.08163,2.0
2M19490856+3940517,4617.285,1.373,2.688,0.003,0.02,0.001,0.007000001,0.0017320508,0.08,0.0017320508,0.21100001,0.0017320508,0.161,0.0014142137,-0.0069999993,0.0017320508,0.029,0.0017320508,-0.128,0.0014142137,0.033,0.0014142137,0.4711342507678463,0.07138155960037504,2.958927,4585508.0,450.61575,2.0
2M19134585+3946100,4778.029,1.241,2.728,0.002,0.04,0.001,-0.062,0.0017320508,-0.17699999,0.0017320508,0.292,0.00244949,0.14899999,0.0014142137,0.035000004,0.0017320508,-0.059,0.0017320508,0.024999999,0.0014142137,0.36,0.0014142137,0.265048126833452,0.02915130608165971,1.840976,4643888.0,691.40015,2.0
2M19155240+3947492,4814.919,5.676,2.827,0.009,-0.273,0.002,0.031000003,0.0041231057,-0.006000012,0.0041231057,0.156,0.0046904157,0.20899999,0.0028284274,-0.016000003,0.0041231057,0.0,0.0041231057,-0.74100006,0.0028284274,-0.06999999,0.0028284274,0.34920892878334747,0.06000925237718417,2.234647,4645455.0,191.08247,2.0
2M19184058+3947227,4602.691,1.311,2.595,0.003,-0.041,0.001,-0.053999998,0.0017320508,-0.14899999,0.0017320508,0.262,0.00244949,0.139,0.0014142137,0.014,0.0017320508,-0.047,0.0017320508,-0.085,0.0014142137,0.038000003,0.0014142137,0.5514382865030955,0.047699690640545106,3.559904,4647756.0,505.74948,2.0
2M19313338+3944196,4519.471,0.655,2.688,0.002,0.047,0.001,0.0,0.0017320508,-0.029,0.0017320508,0.222,0.0017320508,0.148,0.0014142137,0.007000003,0.0017320508,-0.0059999973,0.0017320508,-0.092999995,0.0014142137,0.224,0.0014142137,0.5124969529015999,0.04789796710450473,3.254595,4658645.0,774.82855,2.0
2M19360356+3945297,4770.321,0.976,2.916,0.001,0.245,0.001,-0.040000007,0.0017320508,-0.106000006,0.0017320508,0.39,0.0017320508,0.16099998,0.0014142137,-0.025000006,0.0017320508,-0.065,0.0017320508,-0.18800001,0.0014142137,0.27099997,0.0014142137,-0.1428358252949101,0.09469358884361227,0.719721,4662939.0,804.7775,2.0
2M19375183+3949461,5090.069,4.579,3.072,0.006,-0.077,0.001,-0.067999996,0.003,-0.114,0.003,0.352,0.003,0.133,0.0014142137,-0.001000002,0.003,-0.023000002,0.003,0.155,0.0014142137,0.265,0.0014142137,-0.3442048552606771,0.029036495191532757,0.452684,4756445.0,303.2544,2.0
2M19392385+3952379,5088.161,8.158,3.181,0.01,-0.074,0.001,-0.023000002,0.0037416576,-0.106000006,0.004358899,0.345,0.004358899,0.183,0.0014142137,0.025000002,0.0037416576,0.083000004,0.0037416576,-0.061000004,0.0014142137,0.231,0.0014142137,-0.21119197554604768,0.03694262881328249,0.614905,4758020.0,180.62735,2.0
2M19421008+3953561,5025.931,7.253,3.073,0.01,0.003,0.001,-0.062,0.0037416576,-0.171,0.0037416576,0.375,0.0037416576,0.111,0.0014142137,0.0,0.0037416576,-0.118999995,0.0037416576,-0.18100001,0.0014142137,0.062,0.0014142137,-0.06775968060193543,0.06366190390860595,0.85554,4761037.0,176.27234,2.0
2M19500458+3952215,4865.624,1.806,3.032,0.002,0.041,0.001,-0.085,0.0017320508,-0.07,0.0017320508,0.282,0.00244949,0.16600001,0.0014142137,-0.0030000024,0.0017320508,-0.07,0.0017320508,-1.221,0.0014142137,0.373,0.0014142137,0.16986362535188704,0.011664745096715414,1.478644,4770846.0,568.03217,2.0
2M19330707+3957558,4846.689,5.249,2.692,0.009,-0.125,0.001,0.0019999966,0.0037416576,-0.08400001,0.0037416576,0.214,0.0037416576,0.163,0.0014142137,0.036,0.0037416576,0.030000001,0.0037416576,0.20199999,0.0014142137,0.113,0.0014142137,0.3005743990114002,0.02396419831978888,1.997903,4840815.0,195.37231,2.0
2M19061728+4002351,4484.551,1.695,2.719,0.004,0.143,0.001,0.018999994,0.0017320508,0.027999997,0.0017320508,0.262,0.0017320508,0.127,0.0014142137,0.0069999993,0.0017320508,-0.013000011,0.0017320508,-0.261,0.0014142137,0.023999989,0.0014142137,0.41620632868996776,0.028996582702398913,2.607392,4908318.0,279.72192,2.0
2M19345069+4004116,4717.294,3.926,2.803,0.007,0.068,0.001,-0.014000002,0.00244949,-0.106000006,0.00244949,0.40100002,0.003,0.19699998,0.0014142137,-0.016000003,0.00244949,-0.016000003,0.00244949,0.0009999946,0.0014142137,0.311,0.0014142137,0.15503800313687646,0.06252739287789717,1.429019,4930617.0,204.87761,2.0
2M19443270+4003587,4991.659,1.802,2.912,0.003,-0.049,0.001,-0.055000003,0.00244949,-0.143,0.00244949,0.278,0.00244949,0.15,0.0014142137,0.044999998,0.00244949,-0.041000005,0.00244949,0.146,0.0014142137,0.070999995,0.0014142137,0.04795168331729992,0.042302079777840854,1.116739,4940916.0,673.2816,2.0
