APOGEE_ID,TEFF,TEFF_ERR,LOGG,LOGG_ERR,FE_H,FE_H_ERR,MG_FE,MG_FE_ERR,C_FE,C_FE_ERR,N_FE,N_FE_ERR,AL_FE,AL_FE_ERR,CA_FE,CA_FE_ERR,O_FE,O_FE_ERR,CE_FE,CE_FE_ERR,ND_FE,ND_FE_ERR,logAge,logAgeErr,age,KIC_ID,SNR,EVO_STATE
2M19211542+3756528,4088.205,0.49,2.16,0.002,0.24,0.001,0.047999993,,0.096,,0.246,0.0017320508,0.13400002,0.0014142137,-0.037,,0.038000003,,-0.16999999,0.0014142137,-0.030000001,0.0014142137,1.0959682412903733,0.1351231726227968,12.472923,2708270.0,402.38953,1.0
2M19095805+3801201,4503.889,2.76,2.781,0.006,0.153,0.001,0.015000001,0.0033166248,0.049999997,0.0033166248,0.27,0.0037416576,0.15400001,0.0014142137,0.010000005,0.0033166248,0.029,0.0033166248,-0.30900002,0.0014142137,0.120000005,0.0014142137,0.83696078286994,0.06927087333939295,6.870064,2837276.0,164.46065,1.0
2M19212261+3802019,4192.92,0.998,2.269,0.004,0.143,0.001,0.0069999993,,0.06299999,0.00244949,0.181,0.00244949,0.109,0.0014142137,-0.021000005,,0.03199999,,-0.10800001,0.0014142137,-0.013000011,0.0014142137,1.1680345394099534,0.09889787315244794,14.724296,2847541.0,245.11569,1.0
2M19215023+3804207,4323.624,0.772,2.064,0.003,-0.224,0.001,0.04200001,0.0017320508,0.004000008,0.0017320508,0.179,0.0017320508,0.16800001,0.0014142137,-0.003999993,0.0017320508,0.061000004,0.0017320508,-0.015999988,0.0014142137,-0.11899999,0.0014142137,1.2301588179801108,0.06652072693554759,16.988648,2847978.0,455.9178,1.0
2M19231591+3801262,4481.525,1.548,2.261,0.006,-0.404,0.001,0.25100002,0.00244949,-0.243,0.003,0.579,0.003,0.398,0.0014142137,0.17300001,0.00244949,0.24300002,0.00244949,-0.14000002,0.0014142137,0.16900001,0.0014142137,0.36929027500285305,0.10577034951306258,2.340401,2849476.0,293.27646,1.0
2M19274387+3805552,4048.227,0.959,1.677,0.007,-0.246,0.001,0.16100001,0.00244949,0.059,0.00244949,0.165,0.003,0.245,0.0014142137,0.08000001,0.00244949,0.13100001,0.00244949,-0.237,0.0014142137,0.09,0.0014142137,0.8011160061370941,0.13803493506941628,6.325808,2854735.0,194.11188,1.0
2M19203427+3806327,4223.98,0.822,2.002,0.005,-0.263,0.001,0.08600001,0.0017320508,0.032000005,0.0017320508,0.14600001,0.00244949,0.21800001,0.0014142137,0.018000007,0.0017320508,0.07500002,0.0017320508,0.052000016,0.0014142137,-0.12699997,0.0014142137,1.1118316646573105,0.12998054367279405,12.936943,2984295.0,313.48163,1.0
2M19303457+3810476,4182.447,0.309,2.174,0.002,-0.011,0.001,0.019000001,,0.041,0.0017320508,0.19100001,0.0017320508,0.137,0.0014142137,0.0029999996,,0.070999995,0.0017320508,0.024,0.0014142137,0.183,0.0014142137,1.1005534962123915,0.14703815359693342,12.605309,2995197.0,695.85565,1.0
2M19044906+3814171,4219.368,1.537,2.046,0.01,-0.252,0.001,0.256,0.0033166248,0.116,0.0033166248,0.19,0.0037416576,0.359,0.0014142137,0.151,0.0033166248,0.22600001,0.0033166248,-0.109999985,0.0022360682,-0.0029999912,0.0014142137,1.1335926170577533,0.14880647543449524,13.601682,3098759.0,140.99008,1.0
2M19203353+3817329,4960.838,4.493,3.402,0.006,-0.377,0.001,0.109,0.003,0.0,0.004582576,0.055999994,0.0054772254,0.254,0.0014142137,0.09200001,0.003,0.143,0.003,0.073000014,0.0014142137,-0.02000001,0.0014142137,0.9375953660505602,0.03580016498768235,8.661545,3111383.0,323.95587,1.0
2M19231367+3814075,4527.905,4.927,2.476,0.013,-0.216,0.002,0.026000008,0.00489898,-0.050999984,0.00489898,0.21800001,0.0053851646,0.237,0.0028284274,0.04100001,0.00489898,0.043000013,0.00489898,0.15100001,0.0028284274,0.045,0.0028284274,0.5411548507518418,0.077113918630207,3.476601,3113915.0,119.25833,1.0
2M19282751+3817054,4638.987,2.607,2.98,0.004,0.102,0.001,-0.004999995,0.00244949,-0.042999998,0.00244949,0.325,0.00244949,0.137,0.0014142137,0.023000002,0.00244949,-0.0019999966,0.00244949,-0.029,0.0014142137,0.23500001,0.0014142137,0.6931553085976828,0.05497544422615836,4.933502,3119555.0,271.163,1.0
2M19291841+3812145,4815.967,2.444,3.173,0.003,0.159,0.001,-0.030999988,0.0017320508,-0.067999996,0.0017320508,0.38500005,0.0017320508,0.13700001,0.0014142137,-0.0019999892,0.0017320508,-0.066999994,0.0017320508,-0.3,0.0014142137,0.14400001,0.0014142137,0.3710650901704515,0.05842915130723676,2.349985,3120486.0,375.27017,1.0
2M19304436+3817058,4098.643,1.142,1.808,0.01,-0.334,0.001,0.24599999,0.0033166248,0.122999996,0.0033166248,0.175,0.0037416576,0.356,0.0014142137,0.161,0.0033166248,0.24899998,0.0033166248,-0.24599999,0.0014142137,-0.0069999993,0.0014142137,1.1854524537238154,0.09804340242918068,15.326834,3121983.0,157.23817,1.0
2M19380803+3813394,4900.226,4.789,3.232,0.006,-0.26,0.001,0.085999995,0.003,-0.033000022,0.0037416576,0.15199998,0.004582576,0.22899999,0.0014142137,0.07499999,0.003,0.12599999,0.003,-2.01,0.0022360682,-0.16300002,0.0022360682,0.7978162613988272,0.03629894580731991,6.277927,3130335.0,213.07198,1.0
2M19012937+3820269,3955.675,1.165,1.789,0.006,,,,,,,,,,,,,,,,,,,1.1656017372545822,0.13121088382492788,14.642045,3216051.0,150.19676,1.0
2M19205771+3818582,4550.5,5.301,2.774,0.011,0.118,0.002,0.0119999945,0.0045825755,0.0019999966,0.0045825755,0.342,0.0053851646,0.19299999,0.0028284274,-0.018,0.0045825755,0.025999993,0.0045825755,-0.251,0.0028284274,0.299,0.0028284274,0.40759754887783856,0.08242275603545604,2.556216,3230719.0,101.433105,1.0
2M19245305+3820025,4130.862,0.895,1.795,0.008,-0.395,0.001,0.278,0.00244949,0.07700002,0.00244949,0.12200001,0.003,0.40600002,0.0014142137,0.165,0.00244949,0.22900002,0.00244949,-0.13799998,0.0014142137,0.171,0.0014142137,1.2181291684484086,0.07781904973783642,16.524532,3234175.0,204.06578,1.0
2M19304555+3825576,4927.383,9.142,3.145,0.014,-0.35,0.002,0.095999986,0.0053851646,-0.006000012,0.0067082043,0.114999995,0.0067082043,0.30699998,0.0028284274,0.09099999,0.0053851646,0.11,0.0053851646,-0.26799998,0.0028284274,-0.11900002,0.0028284274,0.8115672984155626,0.03940659011687498,6.479885,3347135.0,146.47134,1.0
2M19310355+3829062,4753.323,4.962,2.788,0.009,-0.365,0.001,0.081,0.0037416576,0.041999996,0.0037416576,0.136,0.004358899,0.264,0.0014142137,0.08200002,0.0037416576,0.09400001,0.0037416576,-0.097,0.0014142137,-0.171,0.0014142137,0.7489003833849811,0.047205272245206556,5.609193,3347431.0,205.81398,1.0
2M19205281+3830283,4723.444,4.459,2.963,0.007,-0.077,0.001,0.058,0.0033166248,-0.045,0.0033166248,0.236,0.0037416576,0.22799999,0.0014142137,0.065,0.0033166248,0.074,0.0033166248,0.030000001,0.0014142137,0.20500001,0.0014142137,0.4997882229729845,0.04156041068781399,3.160736,3439353.0,196.58571,1.0
2M19230440+3834096,4598.221,6.842,2.604,0.018,-0.517,0.003,0.263,0.007071068,0.113000005,0.007071068,0.096000016,0.009110434,0.379,0.004242641,0.17700002,0.0065574385,0.296,0.007071068,-0.41099995,0.004242641,-0.08099997,0.004242641,0.9442491761084614,0.05516118681894631,8.79527,3441184.0,103.43571,1.0
2M19253516+3832018,4827.555,2.269,3.165,0.003,0.033,0.001,-0.014,0.0017320508,-0.133,0.0017320508,0.307,0.00244949,0.143,0.0014142137,0.047,0.0017320508,-0.053999998,0.0017320508,-0.12,0.0014142137,0.059,0.0014142137,0.5163278941932447,0.05625220436173934,3.283431,3443483.0,452.43283,1.0
2M19363912+3834080,4584.352,4.445,3.117,0.007,0.277,0.002,0.024999976,0.0037416574,0.097,0.0037416574,0.347,0.0041231057,0.164,0.0028284274,0.058,0.0037416574,0.027999997,0.0037416574,-0.71500003,0.0028284274,0.50299996,0.0028284274,0.7986154309515348,0.036549258376906445,6.28949,3454626.0,115.43465,1.0
2M19404372+3830503,4786.371,3.01,2.886,0.005,-0.031,0.001,-0.044999998,0.00244949,-0.133,0.00244949,0.331,0.003,0.13,0.0014142137,0.018,0.00244949,-0.042,0.00244949,0.116,0.0014142137,0.046,0.0014142137,0.17891107909551704,0.060750185809893505,1.509771,3459109.0,239.79637,1.0
2M18593148+3840584,4355.167,1.734,2.059,0.009,-0.673,0.001,0.32,0.003,0.062999964,0.003,0.065,0.004582576,0.42299998,0.0014142137,0.21299997,0.003,0.29,0.003,-0.09800005,0.0022360682,0.17799997,0.0014142137,1.1474971910587035,0.13911142830976242,14.044206,3525303.0,230.24883,1.0
2M19194946+3840506,4908.556,1.808,3.074,0.003,-0.217,0.001,0.027999997,0.00244949,-0.135,0.00244949,0.22,0.0033166248,0.17699999,0.0014142137,0.06699999,0.00244949,0.0,0.00244949,0.08299999,0.0014142137,-0.045,0.0014142137,0.35565568823619226,0.053765930526117965,2.268066,3539408.0,694.56726,1.0
2M19244386+3841306,4294.9,1.071,2.217,0.005,-0.232,0.001,0.25599998,0.00244949,0.122999996,0.00244949,0.176,0.003,0.33699998,0.0014142137,0.13999999,0.00244949,0.234,0.00244949,-0.13800001,0.0014142137,-0.18200001,0.0014142137,1.0847826170853228,0.09248004192635256,12.155774,3543722.0,282.17487,1.0
2M19271321+3838527,4764.795,3.053,3.266,0.004,0.107,0.001,-0.0050000027,0.0017320508,-0.066,0.0017320508,0.266,0.00244949,0.15200001,0.0014142137,0.042000003,0.0017320508,-0.053,0.0017320508,-0.114,0.0014142137,0.19600001,0.0014142137,0.7777405031562916,0.039158264542592525,5.994328,3546046.0,287.67487,1.0
2M19344010+3840524,4600.475,5.771,2.448,0.018,-0.684,0.003,0.35200003,0.007071068,0.11800003,0.0083666,-0.046000004,0.010723806,0.388,0.0036055513,0.23500001,0.007071068,0.37100002,0.007071068,-0.02700001,0.004242641,0.24200001,0.0036055513,0.9122848306714475,0.06008735797236783,8.171181,3553435.0,110.84442,1.0
2M19402099+3836566,4519.15,2.204,2.92,0.004,0.244,0.001,-0.003000006,0.00244949,0.03500001,0.00244949,0.32599998,0.00244949,0.154,0.0014142137,0.017000005,0.00244949,-0.00500001,0.00244949,-0.216,0.0014142137,0.14599998,0.0014142137,0.7967481549656243,0.05608593191821089,6.262506,3559502.0,200.76407,1.0
2M19252341+3847094,4297.564,0.576,1.797,0.004,-0.722,0.001,0.298,0.00244949,0.083000004,0.00244949,0.16100001,0.0033166248,0.374,0.0014142137,0.213,0.0017320508,0.264,0.0017320508,-0.17199999,0.0014142137,-0.218,0.0014142137,1.1247720875608198,0.12722036231206355,13.328218,3645232.0,595.21545,1.0
2M19272686+3845036,4707.954,3.815,3.092,0.007,-0.317,0.001,0.292,0.003,0.12200001,0.003,0.128,0.0037416576,0.412,0.0014142137,0.22,0.003,0.27,0.003,-0.27299997,0.0022360682,0.195,0.0014142137,0.986468293736411,0.042687741689066055,9.693225,3647215.0,220.18657,1.0
2M19273157+3844141,4221.25,0.909,1.825,0.006,-0.376,0.001,0.06299999,0.0017320508,-0.030000001,0.0017320508,0.23699999,0.00244949,0.20499998,0.0014142137,0.018999994,0.0017320508,0.061999977,0.0017320508,0.075999975,0.0014142137,-0.07500002,0.0014142137,1.1314277766017125,0.1307776701279627,13.53405,3647291.0,308.8044,1.0
2M19351709+3844414,4301.549,0.294,1.945,0.001,-0.246,0.001,0.003000006,,-0.13599999,,0.257,,0.104,0.0014142137,0.021000013,,0.012000009,,0.149,0.0014142137,-0.207,0.0014142137,0.6810245789690555,0.14821937234258836,4.797606,3654897.0,1057.4053,1.0
2M19423515+3846510,4553.164,3.323,2.692,0.008,-0.059,0.001,0.031,0.0033166248,-0.011,0.0033166248,0.268,0.0037416576,0.254,0.0014142137,0.015000001,0.0033166248,0.046,0.0033166248,-0.33099997,0.0014142137,-0.063,0.0014142137,0.9989099437447077,0.09669823039207479,9.974932,3663047.0,168.9839,1.0
2M19093644+3849232,4552.304,2.023,2.762,0.004,0.031,0.001,0.023000002,0.00244949,0.022,0.00244949,0.278,0.00244949,0.144,0.0014142137,0.032,0.00244949,0.013,0.00244949,-0.235,0.0014142137,-0.124,0.0014142137,0.7993202129659918,0.06392562622841028,6.299705,3734104.0,278.4874,1.0
2M19205111+3848386,4712.061,1.923,2.91,0.003,-0.044,0.001,-0.006000001,0.0017320508,-0.098000005,0.0017320508,0.226,0.00244949,0.17,0.0014142137,0.052,0.0017320508,-0.013,0.0017320508,0.188,0.0014142137,0.287,0.0014142137,0.5172481685473794,0.05593633670450377,3.290396,3742673.0,434.98102,1.0
2M19222743+3850529,4887.872,1.843,3.051,0.003,-0.351,0.001,0.034999996,0.00244949,-0.06299999,0.0033166248,0.21700001,0.0033166248,0.24600002,0.0014142137,0.06300002,0.00244949,0.036000013,0.00244949,-0.417,0.0022360682,0.23300001,0.0014142137,0.670534173426582,0.040263864046608665,4.683108,3744043.0,699.9175,1.0
2M19225461+3853584,4432.077,3.804,2.598,0.01,0.091,0.002,0.099,0.0045825755,0.085,0.0045825755,0.286,0.0053851646,0.248,0.0028284274,0.057000004,0.0045825755,0.094000004,0.0045825755,-0.206,0.0028284274,-0.281,0.0028284274,0.6567391999041098,0.10321998049309894,4.536691,3744408.0,103.24781,1.0
2M19294090+3850214,4264.695,1.863,2.197,0.01,-0.213,0.002,0.241,0.0037416574,0.141,0.0037416574,0.215,0.0041231057,0.424,0.0028284274,0.156,0.0037416574,0.208,0.0037416574,-0.10499999,0.0028284274,-0.034999996,0.0028284274,1.227906234577278,0.06629867554350395,16.90076,3750613.0,138.1384,1.0
2M19121456+3857235,4298.049,0.993,2.032,0.005,-0.443,0.001,0.21199998,0.0017320508,0.082999974,0.0017320508,0.153,0.00244949,0.355,0.0014142137,0.132,0.0017320508,0.20899999,0.0017320508,-0.151,0.0014142137,-0.14800003,0.0014142137,1.0231876193614857,0.13755865510372026,10.548425,3839310.0,321.7649,1.0
2M19220223+3854251,4678.419,2.079,2.814,0.004,-0.144,0.001,0.008999988,0.0017320508,-0.023000002,0.0017320508,0.18599999,0.00244949,0.20199999,0.0014142137,0.038999997,0.0017320508,0.015000001,0.0017320508,-0.103,0.0014142137,0.06999999,0.0014142137,0.716239969652702,0.05747456916756362,5.202834,3847071.0,405.80136,1.0
2M19224762+3859230,4566.802,1.455,2.657,0.003,-0.091,0.001,0.04,0.0017320508,0.062,0.0017320508,0.292,0.0017320508,0.143,0.0014142137,0.036999997,0.0017320508,0.011,0.0017320508,0.151,0.0014142137,-0.023000002,0.0014142137,0.7774896781603449,0.05990453697431706,5.990867,3847697.0,424.13962,1.0
2M19334713+3854105,4489.963,1.345,2.66,0.004,-0.026,0.001,0.167,0.0017320508,0.017,0.0017320508,0.359,0.00244949,0.27,0.0014142137,0.068,0.0017320508,0.12900001,0.0017320508,-0.04,0.0014142137,-0.0069999993,0.0014142137,0.5478897228304,0.043778882723412633,3.530935,3857864.0,306.99188,1.0
2M19421686+3859004,4702.186,5.389,2.946,0.009,-0.041,0.001,-0.038000003,0.0033166248,-0.143,0.0037416576,0.284,0.0037416576,0.192,0.0014142137,0.0040000007,0.0033166248,-0.015999999,0.0033166248,-0.139,0.0014142137,0.013,0.0014142137,0.5938472957451838,0.0460308651319065,3.925069,3866912.0,159.65425,1.0
2M19022902+3903485,4390.994,2.195,2.076,0.01,-0.693,0.002,0.282,0.0041231057,0.04100001,0.0041231057,0.048000038,0.0053851646,0.41900003,0.0022360682,0.17900002,0.0041231057,0.261,0.0041231057,-0.09799999,0.0028284274,-0.501,0.0028284274,1.2234354002974899,0.06985917788359913,16.727668,3936823.0,196.4906,1.0
2M19234505+3905371,4627.889,8.522,2.223,0.025,-0.994,0.004,0.287,0.010049876,-0.065999925,0.016155494,0.026000023,0.018814888,0.411,0.005,0.292,0.010049876,0.39500004,0.010049876,-0.023999989,0.0056568547,-0.012000024,0.0056568547,1.0173520946646168,0.14136005730248166,10.407636,3952315.0,111.086235,1.0
2M19243949+3902417,4173.973,0.543,2.344,0.002,0.185,0.001,0.027999997,,0.09799999,,0.278,0.0017320508,0.120000005,0.0014142137,-0.011000007,,0.045,,-0.123,0.0014142137,0.192,0.0014142137,1.0621261683183318,0.14368541009814392,11.537884,3953057.0,434.1081,1.0
2M19260622+3901447,4559.551,4.039,2.525,0.01,-0.158,0.001,0.054000005,0.0033166248,-0.041999996,0.0033166248,0.302,0.0037416576,0.22600001,0.0014142137,0.026000008,0.0033166248,0.011000007,0.0033166248,-0.036999986,0.0014142137,0.23300001,0.0014142137,0.42622375110507543,0.1002679348241399,2.668233,3954327.0,155.8838,1.0
2M19303237+3901286,4202.659,1.604,1.973,0.012,-0.406,0.002,0.23099999,0.0041231057,0.08899999,0.0041231057,0.10499999,0.0046904157,0.325,0.0028284274,0.15599999,0.0037416574,0.22199999,0.0037416574,-0.058,0.0028284274,0.22199999,0.0028284274,1.143636708122576,0.1123007202801856,13.919919,3958615.0,134.63712,1.0
2M19303946+3903509,4628.682,5.089,2.891,0.009,0.005,0.002,0.018,0.0037416574,-0.02,0.0037416574,0.21700001,0.0041231057,0.20300001,0.0028284274,0.021000002,0.0037416574,0.006,0.0037416574,-0.11,0.0028284274,0.12499999,0.0028284274,0.8194332421455562,0.061559263205592116,6.598318,3958725.0,140.00464,1.0
2M19333097+3905583,4119.231,1.899,2.023,0.01,0.021,0.002,0.036,0.0037416574,0.034,0.0037416574,0.178,0.0041231057,0.1,0.0028284274,-0.047,0.0037416574,0.038000003,0.0037416574,-0.162,0.0028284274,-0.071,0.0028284274,1.1160049580840823,0.12827013003962176,13.061858,3961485.0,102.042564,1.0
2M19371567+3902334,4581.294,3.255,2.727,0.007,-0.124,0.001,0.036,0.00244949,0.011,0.00244949,0.19,0.003,0.236,0.0014142137,0.055999994,0.00244949,0.078999996,0.00244949,0.171,0.0014142137,0.26700002,0.0014142137,0.8673057611343323,0.05362595926579739,7.367256,3965225.0,191.1077,1.0
2M19391946+3900222,4880.803,1.162,3.156,0.002,0.009,0.001,-0.012,0.0017320508,-0.117,0.0017320508,0.265,0.00244949,0.14999999,0.0014142137,0.034,0.0017320508,-0.015999999,0.0017320508,-0.129,0.0014142137,0.206,0.0014142137,0.4916926121988991,0.05492951396188334,3.102363,3967300.0,861.683,1.0
2M19410715+3902080,4154.88,1.635,1.879,0.011,-0.11,0.002,0.17300001,0.0037416574,0.12799999,0.0037416574,0.27899998,0.0041231057,0.272,0.0028284274,0.066,0.0037416574,0.192,0.0037416574,-0.14,0.0028284274,0.072,0.0028284274,1.175433151972473,0.11437098694730932,14.977287,3969220.0,110.51661,1.0
2M19414544+3903331,4330.098,2.62,2.211,0.01,-0.1,0.002,-0.019999996,0.0037416574,-0.043999992,0.0037416574,0.221,0.0041231057,0.136,0.0022360682,-0.023999996,0.0037416574,0.009999998,0.0037416574,-0.06599999,0.0028284274,-0.008000001,0.0028284274,0.7772846202330784,0.10389582866902371,5.988039,3970003.0,136.537,1.0
2M18583495+3910171,4126.634,1.257,1.876,0.011,-0.426,0.002,0.296,0.0037416574,0.143,0.0037416574,0.13100001,0.0046904157,0.353,0.0022360682,0.12099999,0.0037416574,0.26099998,0.0037416574,-0.116,0.0028284274,0.204,0.0022360682,1.1777114810221023,0.10902193903789147,15.056065,4035732.0,151.89436,1.0
2M19044200+3911182,4640.183,1.843,2.552,0.004,-0.27,0.001,0.04200001,0.0017320508,-0.12799999,0.00244949,0.20400001,0.00244949,0.22100002,0.0014142137,0.083000004,0.0017320508,0.06300001,0.0017320508,-0.08699998,0.0014142137,-0.06999999,0.0014142137,0.5633019909929885,0.0614073846337582,3.658491,4040211.0,420.09952,1.0
2M19063068+3909078,4432.675,0.93,2.206,0.004,-0.545,0.001,0.17400002,0.00244949,0.02700001,0.00244949,0.113000005,0.0033166248,0.315,0.0014142137,0.076000005,0.0017320508,0.18600002,0.00244949,-0.379,0.0022360682,0.07700002,0.0014142137,1.0083589436083025,0.09899197878690785,10.194336,4041405.0,532.7491,1.0
2M19084656+3908428,4607.892,2.642,2.759,0.006,-0.081,0.001,0.049,0.00244949,0.009999998,0.00244949,0.25300002,0.003,0.22,0.0014142137,0.026,0.00244949,0.053,0.00244949,-0.145,0.0014142137,0.325,0.0014142137,0.8835458917756734,0.05219257763718702,7.647965,4042863.0,258.40744,1.0
2M19171713+3907414,4652.874,6.052,2.691,0.012,-0.129,0.002,0.02099999,0.00489898,-0.068,0.00489898,0.16999999,0.0053851646,0.197,0.0028284274,0.017999992,0.00489898,-0.007000014,0.00489898,0.048999995,0.0028284274,0.06599999,0.0028284274,0.6593494419913899,0.058587848480784896,4.56404,4049147.0,127.07381,1.0
